,Date,Team,Acquired,Relinquished,Notes
5546,2004-11-25,Spurs,,Linton Johnson III,surgery on left ankle to repair stress fracture (out ~8 weeks)
5547,2004-11-26,Clippers,,Kerry Kittles,bruised right knee (DNP)
5548,2004-11-26,Grizzlies,,Stromile Swift,scratched left cornea (DNP)
5549,2004-11-26,Hawks,,Predrag Drobnjak,sprained right ankle (DNP)
5550,2004-11-26,Hornets,,Alex Garcia,strained left groin (DNP)
5551,2004-11-26,Magic,,Cuttino Mobley,strained right groin (DNP)
5552,2004-11-27,Bucks,,Joe Smith,strained left hip (DNP)
5553,2004-11-27,Grizzlies,,Brian Cardinal,sprained right ankle (DNP)
5554,2004-11-27,Grizzlies,,Stromile Swift,scratched left cornea (DNP)
5555,2004-11-27,Jazz,,Curtis Borchardt,sore right foot (DNP)
5556,2004-11-27,Magic,,Cuttino Mobley,strained right groin (DNP)
5557,2004-11-28,Clippers,,Corey Maggette,sprained left ankle (DNP)
5558,2004-11-28,Clippers,,Kerry Kittles,bruised right knee (DNP)
5559,2004-11-28,Hornets,,Alex Garcia,strained left groin (DNP)
5560,2004-11-28,Hornets,,Jamaal Magloire,broken right ring finger (out 3-4 weeks)
5561,2004-11-28,Hornets,,Jamaal Magloire,broken right ring finger (DNP)
5562,2004-11-28,Pacers,,Scot Pollard,sore lower back (DNP)
5563,2004-11-28,Wizards,,Anthony Peeler,strained right calf (DNP)
5564,2004-11-29,Celtics,,Delonte West,broken right hand (out indefinitely)
5565,2004-11-29,Celtics,,Delonte West,broken right hand (DNP)
5566,2004-11-29,Clippers,,Corey Maggette,sprained left ankle (DNP)
5567,2004-11-29,Clippers,,Kerry Kittles,bruised right knee (DNP)
5568,2004-11-29,Hornets,,Alex Garcia,strained left groin (DNP)
5569,2004-11-29,Jazz,,Andrei Kirilenko,strained MCL in right knee (out 2-3 weeks)
5570,2004-11-29,Magic,,Cuttino Mobley,strained right groin (DNP)
5571,2004-11-29,Nuggets,,Carmelo Anthony,sprained right ankle (DNP)
5572,2004-11-30,Bucks,,Daniel Santiago,right corneal abrasion (DNP)
5573,2004-11-30,Bucks,,Joe Smith,strained left hip (DNP)
5574,2004-11-30,Grizzlies,,Jason Williams,sprained right index finger (DNP)
5575,2004-11-30,Hawks,,Predrag Drobnjak,sprained right ankle (DNP)
5576,2004-11-30,Heat,,Malik Allen,back injury (out 6-8 weeks)
5577,2004-11-30,Jazz,,Keith McLeod,strained groin (DNP)
5578,2004-12-01,Bucks,,Daniel Santiago,right corneal abrasion (DNP)
5579,2004-12-01,Bucks,,Joe Smith,strained left hip (DNP)
5580,2004-12-01,Clippers,,Kerry Kittles,bruised right knee (DNP)
5581,2004-12-01,Hornets,,Alex Garcia,strained left groin (DNP)
5582,2004-12-01,Jazz,,Keith McLeod,strained groin (DNP)
5583,2004-12-01,Pacers,,Austin Croshere,bruised right rib (DNP)
5584,2004-12-01,Pacers,,Jamaal Tinsley,bruised left thigh (DNP)
5585,2004-12-01,Pacers,Scot Pollard,,sore lower back (DNP)
5586,2004-12-02,Heat,,Malik Allen,surgery on back (out 6-8 weeks)
5587,2004-12-02,Nets,,Zoran Planinic,surgery on broken left hand (out indefinitely)
5588,2004-12-03,76ers,,Corliss Williamson,sprained MCL in left knee (DNP)
5589,2004-12-03,Pacers,,David Harrison,strained right Achilles tendon (DNP)
5590,2004-12-03,Suns,,Maciej Lampe,flu-like symptoms (DNP)
5591,2004-12-03,Wizards,,Steve Blake,strained left foot (DNP)
5592,2004-12-04,76ers,,Corliss Williamson,sprained MCL in left knee (DNP)
5593,2004-12-04,Bucks,,Keith Van Horn,right ankle tendinitis (DNP)
5594,2004-12-04,Clippers,,Kerry Kittles,sore right knee (DNP)
5595,2004-12-04,Clippers,,Zeljko Rebraca,back spasms (DNP)
5596,2004-12-04,Grizzlies,,Jason Williams,sore right foot (DNP)
5597,2004-12-04,Jazz,,Keith McLeod,strained groin (DNP)
5598,2004-12-04,Pistons,,Antonio McDyess,strained left calf (DNP)
5599,2004-12-04,Raptors,,Vince Carter,food poisoning
5600,2004-12-04,Rockets,,Jim Jackson,flu-like symptoms (DNP)
5601,2004-12-04,Wizards,,Samaki Walker,strained lower back (DNP)
5602,2004-12-04,Wizards,,Steve Blake,strained left arch (DNP)
5603,2004-12-06,Bobcats,,Gerald Wallace,concussion (DNP)
5604,2004-12-06,Bobcats,,Jahidi White,sprained right shoulder (DNP)
5605,2004-12-06,Clippers,,Kerry Kittles,sore right knee (DNP)
5606,2004-12-06,Clippers,,Zeljko Rebraca,back spasms (DNP)
5607,2004-12-06,Pistons,,Antonio McDyess,strained left calf (DNP)
5608,2004-12-06,Jazz,,Raul Lopez,right knee injury (DNP)
5609,2004-12-07,Bobcats,,Gerald Wallace,concussion (DNP)
5610,2004-12-07,Bobcats,,Jahidi White,sprained right shoulder (DNP)
5611,2004-12-07,Bobcats,,Primoz Brezec,sprained right ankle (DNP)
5612,2004-12-07,Bucks,,Keith Van Horn,right ankle tendinitis (DNP)
5613,2004-12-07,Hornets,,David West,sprained right knee (DNP)
5614,2004-12-07,Kings,,Chris Webber,sore left knee (DNP)
5615,2004-12-07,Mavericks,,Marquis Daniels,sprained left ankle (DNP)
5616,2004-12-07,Pacers,,Jamaal Tinsley,sprained right ankle (DNP)
5617,2004-12-07,Rockets,,Jim Jackson,back spasms (DNP)
5618,2004-12-07,Knicks,,Allan Houston,left knee injury (DNP)
5619,2004-12-08,Bucks,,Keith Van Horn,right ankle tendinitis (DNP)
5620,2004-12-08,Clippers,,Chris Kaman,appendectomy (out 2-3 weeks)
5621,2004-12-08,Hornets,,David Wesley,sprained right knee (DNP)
5622,2004-12-08,Knicks,,Allan Houston,left knee injury (DNP)
5623,2004-12-08,Pistons,,Antonio McDyess,strained left calf (DNP)
5624,2004-12-09,Blazers,,Nick Van Exel,sore right hip (DNP)
5625,2004-12-09,Rockets,,Jim Jackson,back spasms (DNP)
5626,2004-12-10,76ers,,Corliss Williamson,sprained MCL in left knee (DNP)
5627,2004-12-10,Blazers,,Darius Miles,bruised right heel (DNP)
5628,2004-12-10,Blazers,,Nick Van Exel,sore right hip (DNP)
5629,2004-12-10,Bobcats,,Gerald Wallace,concussion (DNP)
5630,2004-12-10,Bobcats,,Jahidi White,strained right shoulder (DNP)
5631,2004-12-10,Bobcats,,Jason Hart,back spasms (DNP)
5632,2004-12-10,Bucks,,Keith Van Horn,right ankle tendinitis (DNP)
5633,2004-12-10,Hornets,,David West,sprained right knee (DNP)
5634,2004-12-10,Hornets,,Lee Nailon,strained left groin (DNP)
5635,2004-12-10,Magic,,Grant Hill,bruised right shin (DNP)
5636,2004-12-10,Nets,,Alonzo Mourning,right knee tendinitis (DNP)
5637,2004-12-10,Nuggets,,Marcus Camby,sacral contusion (DNP)
5638,2004-12-10,Pacers,,Jamaal Tinsley,sprained right ankle (DNP)
5639,2004-12-10,Pistons,,Antonio McDyess,strained left calf (DNP)
5640,2004-12-10,Pistons,,Rasheed Wallace,sore right hamstring (DNP)
5641,2004-12-11,Cavaliers,,Lucious Harris,bruised right knee (DNP)
5642,2004-12-11,Clippers,,Zeljko Rebraca,back spasms (DNP)
5643,2004-12-11,Nets,,Alonzo Mourning,right knee tendinitis (DNP)
5644,2004-12-11,Pacers,,Jamaal Tinsley,bruised left thigh (DNP)
5645,2004-12-11,Pistons,,Antonio McDyess,strained left calf (DNP)
5646,2004-12-12,76ers,,Corliss Williamson,sprained MCL in left knee (DNP)
5647,2004-12-12,Blazers,,Nick Van Exel,sore right hip (DNP)
5648,2004-12-12,Bucks,,Keith Van Horn,right ankle tendinitis (DNP)
5649,2004-12-12,Hornets,,Lee Nailon,strained left groin (DNP)
5650,2004-12-13,Mavericks,,Jerry Stackhouse,sore right hand (DNP)
5651,2004-12-14,76ers,,Kenny Thomas,flu-like symptoms (DNP)
5652,2004-12-14,Bucks,,Keith Van Horn,right ankle tendinitis (DNP)
5653,2004-12-14,Bucks,,Marcus Fizer,strep throat (DNP)
5654,2004-12-14,Clippers,,Zeljko Rebraca,back spasms (DNP)
5655,2004-12-14,Grizzlies,,Antonio Burks,broken right pinkie finger (out 6-8 weeks)
5656,2004-12-14,Hornets,,Alex Garcia,torn ACL in left knee (out for season)
5657,2004-12-14,Hornets,,Lee Nailon,strained left groin (DNP)
5658,2004-12-14,Nets,,Alonzo Mourning,right knee tendinitis (DNP)
5659,2004-12-14,Nuggets,,Nene,bruised right hip (DNP)
5660,2004-12-14,Pacers,,Austin Croshere,sprained left ankle (DNP)
5661,2004-12-15,Grizzlies,,Shane Battier,sprained right ankle (DNP)
5662,2004-12-15,Hornets,,Alex Garcia,torn ACL in left knee (DNP)
5663,2004-12-15,Hornets,,Lee Nailon,strained left groin (DNP)
5664,2004-12-15,Nuggets,,Nene,bruised right hip (DNP)
5665,2004-12-16,Bucks,,Keith Van Horn,right ankle tendinitis (DNP)
5666,2004-12-17,Clippers,,Zeljko Rebraca,back spasms (DNP)
5667,2004-12-17,Grizzlies,,Shane Battier,sprained right ankle (DNP)
5668,2004-12-17,Hornets,,Alex Garcia,torn ACL in left knee (DNP)
5669,2004-12-17,Nets,,Travis Best,strained right groin (DNP)
5670,2004-12-17,Pacers,,Austin Croshere,sprained left ankle (DNP)
5671,2004-12-17,Warriors,,Mike Dunleavy Jr.,bruised left leg (DNP)
5672,2004-12-18,76ers,,John Salmons,bronchitis (DNP)
5673,2004-12-18,76ers,,Kenny Thomas,strained back (DNP)
5674,2004-12-18,Blazers,,Shareef Abdur-Rahim,hyperextended right elbow (DTD)
5675,2004-12-18,Bucks,,Keith Van Horn,right ankle tendinitis (DNP)
5676,2004-12-18,Hawks,,Kevin Willis,flu (DNP)
5677,2004-12-18,Mavericks,,Jerry Stackhouse,sore right hand (DNP)
5678,2004-12-18,Nuggets,,Carmelo Anthony,sprained left ankle (DNP)
5679,2004-12-18,Pacers,,Anthony Johnson,strained left hamstring (DNP)
5680,2004-12-18,Pacers,,Austin Croshere,sprained left ankle (DNP)
5681,2004-12-19,Clippers,,Kerry Kittles,sore lower back (DNP)
5682,2004-12-19,Hornets,,Alex Garcia,torn ACL in left knee (DNP)
5683,2004-12-19,Kings,,Chris Webber,sore left knee (DNP)
5684,2004-12-19,Kings,,Kevin Martin,flu-like symptoms (DNP)
5685,2004-12-19,Nets,,Travis Best,strained right groin (DNP)
5686,2004-12-20,76ers,,John Salmons,bronchitis (DNP)
5687,2004-12-20,76ers,,Kenny Thomas,strained back (DNP)
5688,2004-12-20,Nuggets,,Carmelo Anthony,sprained left ankle (DNP)
5689,2004-12-20,Nuggets,,Marcus Camby,bronchitis (DNP)
5690,2004-12-20,Raptors,,Alonzo Mourning,right knee tendinitis (DNP)
5691,2004-12-21,Clippers,,Corey Maggette,strained left groin (DNP)
5692,2004-12-21,Clippers,,Marko Jaric,sprained right foot (DNP)
5693,2004-12-21,Heat,,Shaquille O'Neal,bruised left calf (DNP)
5694,2004-12-21,Hornets,,Baron Davis,lower back inflammation (DNP)
5695,2004-12-21,Mavericks,,Jerry Stackhouse,sore right hand (DNP)
5696,2004-12-21,Nets,,Travis Best,strained right groin (DNP)
5697,2004-12-21,Timberwolves,,Latrell Sprewell,sprained left foot (DNP)
5698,2004-12-22,76ers,,John Salmons,bronchitis (DNP)
5699,2004-12-22,Bucks,,Keith Van Horn,right ankle tendinitis (DNP)
5700,2004-12-22,Celtics,,Raef LaFrentz,sprained left ankle (DNP)
5701,2004-12-22,Mavericks,,Jerry Stackhouse,sore right hand (DNP)
5702,2004-12-22,Nuggets,,Carmelo Anthony,sprained left ankle (DNP)
5703,2004-12-22,Raptors,,Alonzo Mourning,right knee tendinitis (DNP)
5704,2004-12-22,Sonics,,Antonio Daniels,acute tonsilitis (DNP)
5705,2004-12-22,Warriors,,Mike Dunleavy Jr.,flu (DNP)
5706,2004-12-23,Grizzlies,,Bonzi Wells,bruised ribs (DNP)
5707,2004-12-23,Grizzlies,,Lorenzen Wright,sore right knee (DNP)
5708,2004-12-23,Kings,,Bobby Jackson,torn ligament in left wrist (DNP)
5709,2004-12-23,Knicks,,Jamal Crawford,turf toe in right big toe (DNP)
5710,2004-12-26,Bucks,,Keith Van Horn,right ankle tendinitis (DNP)
5711,2004-12-26,Hornets,,Chris Andersen,food poisoning (DNP)
5712,2004-12-26,Hornets,,George Lynch,plantar fasciitis in left foot (DNP)
5713,2004-12-26,Hornets,,Lorinza Harrington,sore right knee (DNP)
5714,2004-12-26,Kings,,Bobby Jackson,torn ligament in left wrist (DNP)
5715,2004-12-26,Mavericks,,Jerry Stackhouse,sore right hand (DNP)
5716,2004-12-26,Nuggets,,Carmelo Anthony,sprained left ankle (DNP)
5717,2004-12-26,Raptors,,Alonzo Mourning,right knee tendinitis (DNP)
5718,2004-12-27,Bobcats,,Brevin Knight,flu-like symptoms (DNP)
5719,2004-12-27,Clippers,,Marko Jaric,sprained right foot (DNP)
5720,2004-12-27,Hornets,,Chris Andersen,food poisoning (DNP)
5721,2004-12-27,Nets,,Brian Scalabrine,upper respiratory infection (DNP)
5722,2004-12-27,Nuggets,,Carmelo Anthony,sprained left ankle (DNP)
5723,2004-12-27,Nuggets,,Kenyon Martin Sr.,strained back (DNP)
5724,2004-12-27,Sonics,,Antonio Daniels,tonsilitis (DNP)
5725,2004-12-27,Warriors,,Craig Claxton,strained left groin (DNP)
5726,2004-12-28,Mavericks,,Marquis Daniels,sore right ankle (DNP)
5727,2004-12-29,Bobcats,,Brevin Knight,flu-like symptoms (DNP)
5728,2004-12-29,Bobcats,,Primoz Brezec,flu-like symptoms (DNP)
5729,2004-12-29,Bucks,,Joe Smith,strained left groin (DNP)
5730,2004-12-29,Clippers,,Marko Jaric,sprained right foot (DNP)
5731,2004-12-29,Hornets,,George Lynch,left foot injury (DNP)
5732,2004-12-29,Jazz,,Raja Bell,right knee inflammation (DNP)
5733,2004-12-29,Rockets,,Charlie Ward,surgery on right knee to repair torn cartilage (out 6-8 weeks)
5734,2004-12-30,Blazers,Shareef Abdur-Rahim,,returned to lineup
5735,2004-12-30,Nets,,Brian Scalabrine,upper respiratory infection (DNP)
5736,2004-12-30,Spurs,,Emanuel Ginobili,strained neck (DNP)
5737,2004-12-31,Clippers,,Marko Jaric,stress fracture in left foot (DNP)
5738,2004-12-31,Kings,,Bobby Jackson,torn ligament in left wrist (DNP)
5739,2004-12-31,Nuggets,,Greg Buckner,strained right groin (DNP)
5740,2004-12-31,Nuggets,,Kenyon Martin Sr.,strained back (DNP)
5741,2004-12-31,Rockets,,Yao Ming,flu (DNP)
5742,2004-12-31,Wizards,,Gilbert Arenas,flu-like symptoms (DNP)
5743,2004-12-31,Wizards,,Kwame Brown,strained right ankle (DNP)
5744,2005-01-01,Blazers,,Theo Ratliff,sore left shoulder (DNP)
5745,2005-01-01,Blazers,,Zach Randolph,right knee tendinitis (DNP)
5746,2005-01-01,Clippers,,Marko Jaric,stress fracture in right foot (out 4+ weeks)
5747,2005-01-01,Grizzlies,,Stromile Swift,neck spasms (DNP)
5748,2005-01-01,Nets,,Brian Scalabrine,strained left hamstring (DNP)
5749,2005-01-01,Warriors,,Jason Richardson,sprained left ankle (DNP)
5750,2005-01-02,Blazers,,Theo Ratliff,left shoulder bursitis (DNP)
5751,2005-01-02,Clippers,,Marko Jaric,stress fracture in right foot (DNP)
5752,2005-01-02,Kings,,Bobby Jackson,torn ligament in left wrist (DNP)
5753,2005-01-02,Mavericks,,Marquis Daniels,sore left ankle (DNP)
5754,2005-01-02,Nuggets,,Greg Buckner,strained right groin (DNP)
5755,2005-01-02,Nuggets,,Marcus Camby,strained back (DNP)
5756,2005-01-02,Suns,,Leandro Barbosa,chicken pox (DNP)
5757,2005-01-02,Wizards,,Kwame Brown,strained right ankle (DNP)
5758,2005-01-02,Wizards,,Samaki Walker,flu (DNP)
5759,2005-01-03,Bulls,,Eddy Curry,flu (DNP)
5760,2005-01-03,Celtics,,Gary Payton Sr.,strained left hamstring (DNP)
5761,2005-01-03,Clippers,,Marko Jaric,stress fracture in right foot (DNP)
5762,2005-01-03,Grizzlies,,Brian Cardinal,sprained right shoulder (DNP)
5763,2005-01-03,Hornets,,George Lynch,plantar fasciitis in right foot (DNP)
5764,2005-01-03,Jazz,,Raja Bell,right knee inflammation (DNP)
5765,2005-01-03,Kings,,Bobby Jackson,surgery on left wrist to repair torn ligament (out for season)
5766,2005-01-03,Nuggets,,Greg Buckner,strained right groin (DNP)
5767,2005-01-03,Nuggets,,Marcus Camby,strained back (DNP)
5768,2005-01-03,Raptors,,Aaron Williams,sprained left ankle (DNP)
5769,2005-01-03,Warriors,,Jason Richardson,sprained left ankle (DNP)
5770,2005-01-03,Warriors,,Mickael Pietrus,sprained right ankle (DNP)
5771,2005-01-04,Kings,,Bobby Jackson,recovering from surgery on left wrist (DNP)
5772,2005-01-04,Nets,,Brian Scalabrine,strained left hamstring (DNP)
5773,2005-01-04,Suns,,Leandro Barbosa,chicken pox (DNP)
5774,2005-01-04,Wizards,,Kwame Brown,strained tendon in right ankle (DNP)
5775,2005-01-05,Blazers,,Shareef Abdur-Rahim,hyperextended right elbow (DTD)
5776,2005-01-05,Bucks,,Dan Gadzuric,back spasms (DNP)
5777,2005-01-05,Bulls,,Frank Williams,flu-like symptoms (DNP)
5778,2005-01-05,Clippers,,Marko Jaric,stress fracture in right foot (DNP)
5779,2005-01-05,Jazz,,Raja Bell,right knee inflammation (DNP)
5780,2005-01-05,Kings,,Bobby Jackson,recovering from surgery on left wrist (DNP)
5781,2005-01-05,Knicks,,Michael Sweetney,sprained right ankle (DNP)
5782,2005-01-05,Magic,,Kelvin Cato,sprained left ankle (DNP)
5783,2005-01-05,Mavericks,,Marquis Daniels,sore left ankle (DNP)
5784,2005-01-05,Nets,,Brian Scalabrine,strained left hamstring (DNP)
5785,2005-01-05,Raptors,,Aaron Williams,sprained left ankle (DNP)
5786,2005-01-05,Sonics,,Reggie Evans,stomach ailment (DNP)
5787,2005-01-05,Suns,,Leandro Barbosa,chicken pox (DNP)
5788,2005-01-05,Warriors,,Jason Richardson,sprained left ankle (DNP)
5789,2005-01-05,Warriors,,Mickael Pietrus,sprained right ankle (DNP)
5790,2005-01-05,Cavaliers,,Dajuan Wagner,flu-like symptoms (DNP)
5791,2005-01-06,Grizzlies,,Brian Cardinal,surgery on right shoulder (DNP)
5792,2005-01-06,Grizzlies,,Brian Cardinal,sprained right shoulder (DNP)
5793,2005-01-06,Lakers,,Vlade Divac,back surgery to repair a herneated disc (out indefinitely)
5794,2005-01-06,Sonics,,Reggie Evans,gastro intestinal infection (DNP)
5795,2005-01-07,76ers,,Allen Iverson,sprained right ankle (DNP)
5796,2005-01-07,Grizzlies,,Brian Cardinal,right shoulder injury (DNP)
5797,2005-01-07,Jazz,,Raja Bell,right knee inflammation (DNP)
5798,2005-01-07,Magic,,Kelvin Cato,sprained left ankle (DNP)
5799,2005-01-07,Nets,,Brian Scalabrine,strained left hamstring (DNP)
5800,2005-01-07,Raptors,,Aaron Williams,sprained left ankle (DNP)
5801,2005-01-07,Warriors,,Jason Richardson,sprained left ankle (DNP)
5802,2005-01-08,Cavaliers,,Dajuan Wagner,flu-like symptoms (DNP)
5803,2005-01-08,Jazz,,Raja Bell,right knee inflammation (DNP)
5804,2005-01-08,Knicks,,Michael Sweetney,sprained right ankle (DNP)
5805,2005-01-08,Mavericks,,Marquis Daniels,sore left ankle (DNP)
5806,2005-01-08,Nets,,Brian Scalabrine,strained left hamstring (DNP)
5807,2005-01-08,Nets,,Jabari Smith,flu (DNP)
5808,2005-01-08,Nuggets,,Greg Buckner,strained right groin (DNP)
5809,2005-01-08,Timberwolves,,Mark Madsen,broken left thumb (DNP)
5810,2005-01-08,Timberwolves,,Sam Cassell,strained right hamstring (DNP)
5811,2005-01-08,Warriors,,Eduardo Najera,arthroscopic surgery on left knee (out 2-3 weeks)
5812,2005-01-08,Wizards,,Kwame Brown,strained right ankle (DNP)
5813,2005-01-09,Knicks,,Michael Sweetney,sprained right ankle (DNP)
5814,2005-01-09,Nuggets,,Greg Buckner,strained right groin (DNP)
5815,2005-01-09,Raptors,,Aaron Williams,sprained left ankle (DNP)
5816,2005-01-09,Sonics,,Reggie Evans,gastroenteritis (DNP)
5817,2005-01-09,Warriors,,Jason Richardson,sprained left ankle (DNP)
5818,2005-01-10,76ers,,Brian Skinner,flu-like symptoms (DNP)
5819,2005-01-10,Jazz,,Matt Harpring,right knee inflammation (DNP)
5820,2005-01-10,Jazz,,Raja Bell,right knee inflammation (DNP)
5821,2005-01-10,Timberwolves,,Sam Cassell,strained right hamstring (DNP)
5822,2005-01-10,Warriors,,Jason Richardson,sprained left ankle (DNP)
5823,2005-01-11,Cavaliers,,Dajuan Wagner,colitis (DNP)
5824,2005-01-11,Grizzlies,,Brian Cardinal,right shoulder injury (DNP)
5825,2005-01-11,Grizzlies,,James Posey,plantar fasciitis in left foot (DNP)
5826,2005-01-11,Hornets,,Lorinza Harrington,sore right knee (DNP)
5827,2005-01-11,Kings,,Chris Webber,sore left knee (DNP)
5828,2005-01-11,Nets,,Brian Scalabrine,strained left hamstring (DNP)
5829,2005-01-11,Nets,,Richard Jefferson,ruptured ligament in left wrist (out for season)
5830,2005-01-11,Nets,,Richard Jefferson,ruptured ligament in left wrist (DNP)
5831,2005-01-12,76ers,,Samuel Dalembert,strained left hip (DNP)
5832,2005-01-12,Blazers,,Shareef Abdur-Rahim,surgery on sore right elbow (out indefinitely)
5833,2005-01-12,Cavaliers,,Luke Jackson,scheduled to undergo back surgery (out for the season)
5834,2005-01-12,Heat,,Dwyane Wade,back spasms (DNP)
5835,2005-01-12,Hornets,,Lorinza Harrington,sore right knee (DNP)
5836,2005-01-12,Mavericks,,Josh Howard,upper respiratory infection (DNP)
5837,2005-01-12,Mavericks,,Marquis Daniels,sore left ankle (DNP)
5838,2005-01-12,Warriors,,Jason Richardson,sprained left ankle (DNP)
5839,2005-01-12,Wizards,,Anthony Peeler,right ankle tendinitis (DNP)
5840,2005-01-13,Kings,,Mike Bibby,sprained right ankle (DNP)
5841,2005-01-13,Nets,,Brian Scalabrine,strained left hamstring (DNP)
5842,2005-01-13,Nets,,Richard Jefferson,ruptured ligament in left wrist (DNP)
5843,2005-01-14,76ers,,Samuel Dalembert,strained left hip (DNP)
5844,2005-01-14,Blazers,,Zach Randolph,sore right knee (DNP)
5845,2005-01-14,Bobcats,,Jahidi White,neck spasms (DNP)
5846,2005-01-14,Celtics,,Tom Gugliotta,ill (DNP)
5847,2005-01-14,Grizzlies,,Brian Cardinal,sprained right shoulder (DNP)
5848,2005-01-14,Heat,,Dwyane Wade,back spasms (DNP)
5849,2005-01-14,Mavericks,,Erick Dampier,sore left knee (DNP)
5850,2005-01-14,Mavericks,,Josh Howard,upper respiratory infection (DNP)
5851,2005-01-14,Sonics,,Rashard Lewis,left knee tendinitis (DNP)
5852,2005-01-14,Warriors,,Jason Richardson,sprained left ankle (DNP)
5853,2005-01-14,Wizards,,Anthony Peeler,right Achilles tendinitis (DNP)
5854,2005-01-14,Wizards,,Jarvis Hayes,concussion (DNP)
5855,2005-01-15,76ers,,Samuel Dalembert,strained left hip (DNP)
5856,2005-01-15,Blazers,,Zach Randolph,sore right knee (DNP)
5857,2005-01-15,Bobcats,,Jahidi White,neck spasms (DNP)
5858,2005-01-15,Clippers,,Mikki Moore,sprained right ankle (DNP)
5859,2005-01-15,Knicks,,Tim Thomas,leg injury (DNP)
5860,2005-01-15,Mavericks,,Josh Howard,upper respiratory infection (DNP)
