Date,Team,Acquired,Relinquished,Notes
2016-04-08,Spurs,, LaMarcus Aldridge,rest (DTD)
2016-04-08,Suns,, Brandon Knight,surgery to repair sports hernia (out for season)
2016-04-09,Blazers,, Meyers Leonard,surgery on left shoulder (out for season)
2016-04-09,Bulls,, E'Twaun Moore,left hamstring injury (DTD)
2016-04-09,Cavaliers,, Iman Shumpert,sore left knee (DTD)
2016-04-09,Grizzlies,, Tony Allen,sore left hamstring (DTD)
2016-04-09,Hawks, Kent Bazemore,,returned to lineup
2016-04-09,Kings,, Rajon Rondo,rest (DTD)
2016-04-09,Kings, DeMarcus Cousins,,returned to lineup
2016-04-09,Raptors,, Delon Wright,left hip pointer (DTD)
2016-04-09,Suns,, Brandon Knight,recovering from surgery to repair sports hernia (out for season)
2016-04-10,Bucks, Khris Middleton,,returned to lineup
2016-04-10,Clippers, Blake Griffin,,returned to lineup
2016-04-10,Clippers, J.J. Redick,,returned to lineup
2016-04-10,Jazz,, Derrick Favors,right knee injury (DTD)
2016-04-10,Magic,, Victor Oladipo,concussion (DTD)
2016-04-10,Mavericks,, Jose Juan Barea / Jose Barea / J.J. Barea,strained right groin (DTD)
2016-04-10,Mavericks, Deron Williams,,returned to lineup
2016-04-10,Raptors,, James Johnson,rest (DTD)
2016-04-10,Raptors, Kyle Lowry,,returned to lineup
2016-04-10,Spurs, (William) Tony Parker,,returned to lineup
2016-04-10,Spurs, Kawhi Leonard,,returned to lineup
2016-04-10,Spurs, LaMarcus Aldridge,,returned to lineup
2016-04-11,Bulls,, Derrick Rose,rest (DTD)
2016-04-11,Bulls,, E'Twaun Moore,left hamstring injury (out for season)
2016-04-11,Bulls,, Pau Gasol,knee injury / rest (out for season)
2016-04-11,Cavaliers,, Iman Shumpert,left knee injury (DTD)
2016-04-11,Jazz, Derrick Favors,,returned to lineup
2016-04-11,Kings,, Darren Collison,rest (out for season)
2016-04-11,Kings,, Rajon Rondo,rest (DTD)
2016-04-11,Magic,, Nikola Vucevic,right groin injury (DTD)
2016-04-11,Mavericks, Jose Juan Barea / Jose Barea / J.J. Barea,,returned to lineup
2016-04-11,Nets,, Thomas Robinson,sore right knee (out for season)
2016-04-11,Pelicans,, Alexis Ajinca / Alex Ajinca,right shoulder injury (out for season)
2016-04-11,Pelicans,, Jrue Holiday,surgery to repair fractured right interior orbital wall (out indefinitely)
2016-04-11,Pelicans,, Jrue Holiday,recovering from surgery to repair fractured right interior orbital wall (out for season)
2016-04-11,Suns,, Archie Goodwin,sprained left ankle (DTD)
2016-04-11,Suns,, Tyson Chandler,concussion (out for season)
2016-04-11,Wizards,, Nene / Nene Hilario / Maybyner Hilario,undisclosed (DTD)
2016-04-12,Heat,, Justise Winslow,sprained left ankle (DTD)
2016-04-12,Pistons,, Reggie Jackson (Shon),strained abdominal muscle (DTD)
2016-04-12,Thunder,, Russell Westbrook,rest (DTD)
2016-04-13,76ers,, Nik Stauskas,knee injury (out for season)
2016-04-13,Blazers,, Chris Kaman,strained abdominal (DTD)
2016-04-13,Bulls,, Derrick Rose,rest (DTD)
2016-04-13,Bulls,, Mike Dunleavy Jr.,rest (DTD)
2016-04-13,Cavaliers,, J.R. Smith,rest (DTD)
2016-04-13,Cavaliers,, Kevin Love,rest (DTD)
2016-04-13,Cavaliers,, Kyrie Irving,rest (DTD)
2016-04-13,Cavaliers,, LeBron James,rest (DTD)
2016-04-13,Clippers,, Blake Griffin,rest (DTD)
2016-04-13,Clippers,, Chris Paul,rest (DTD)
2016-04-13,Clippers,, DeAndre Jordan,rest (DTD)
2016-04-13,Heat,, Udonis Haslem,foot injury (DTD)
2016-04-13,Heat, Justise Winslow,,returned to lineup
2016-04-13,Jazz,, Alec Burks,sore right knee (out for season)
2016-04-13,Jazz,, Derrick Favors,sore right knee (out for season)
2016-04-13,Kings,, Caron Butler,rest (DTD)
2016-04-13,Kings,, Rajon Rondo,rest (DTD)
2016-04-13,Kings,, Rudy Gay,rest (out for season)
2016-04-13,Magic, Nikola Vucevic,,returned to lineup
2016-04-13,Mavericks,, Devin Harris,sprained left thumb (out for season)
2016-04-13,Mavericks,, Jose Juan Barea / Jose Barea / J.J. Barea,strained right groin (DTD)
2016-04-13,Nuggets,, Joffrey Lauvergne,back injury (out for season)
2016-04-13,Nuggets, Kenneth Faried,,returned to lineup
2016-04-13,Pacers,, George Hill,rest (DTD)
2016-04-13,Pacers,, Monta Ellis,rest (DTD)
2016-04-13,Pacers,, Paul George,rest (DTD)
2016-04-13,Pelicans,, Luke Babbitt,illness (out for season)
2016-04-13,Pistons,, Andre Drummond,rest (DTD)
2016-04-13,Pistons,, Kentavious Caldwell-Pope,rest (DTD)
2016-04-13,Pistons,, Marcus Morris,rest (out for season)
2016-04-13,Pistons,, Tobias Harris,rest (DTD)
2016-04-13,Raptors,, DeMar DeRozan,rest (DTD)
2016-04-13,Raptors,, Jonas Valanciunas,rest (DTD)
2016-04-13,Raptors,, Kyle Lowry,rest (DTD)
2016-04-13,Raptors,, Luis Scola,rest (DTD)
2016-04-13,Spurs,, (William) Tony Parker,rest (DTD)
2016-04-13,Spurs,, David West,rest (DTD)
2016-04-13,Spurs,, Kawhi Leonard,rest (DTD)
2016-04-13,Spurs,, LaMarcus Aldridge,rest (DTD)
2016-04-13,Suns, Archie Goodwin,,returned to lineup
2016-04-13,Wizards,, Marcin Gortat,rest (DTD)
2016-04-14,Mavericks,, David Lee,plantar faciitis in right foot/heel (DTD)
2016-04-16,Mavericks, Jose Juan Barea / Jose Barea / J.J. Barea,,returned to lineup
2016-04-16,Pacers, George Hill,,returned to lineup
2016-04-16,Pacers, Monta Ellis,,returned to lineup
2016-04-16,Raptors, DeMar DeRozan,,returned to lineup
2016-04-16,Raptors, Kyle Lowry,,returned to lineup
2016-04-16,Warriors,, Stephen Curry,sprained right ankle (DTD)
2016-04-17,Blazers, Chris Kaman,,returned to lineup
2016-04-17,Cavaliers, J.R. Smith,,returned to lineup
2016-04-17,Cavaliers, Kevin Love,,returned to lineup
2016-04-17,Clippers, Blake Griffin,,returned to lineup
2016-04-17,Grizzlies, Tony Allen,,returned to lineup
2016-04-17,Heat, Udonis Haslem,,returned to lineup
2016-04-17,Spurs, (William) Tony Parker,,returned to lineup
2016-04-17,Spurs, David West,,returned to lineup
2016-04-17,Spurs, Kawhi Leonard,,returned to lineup
2016-04-17,Spurs, LaMarcus Aldridge,,returned to lineup
2016-04-18,Mavericks,, Jose Juan Barea / Jose Barea / J.J. Barea,strained right groin (DTD)
2016-04-18,Thunder,, Cameron Payne,sore right hip (DTD) (Y)
2016-04-20,Hornets,, Nicolas Batum,strained left foot (DTD)
2016-04-21,Mavericks,, Deron Williams,sports hernia (DTD)
2016-04-21,Mavericks, David Lee,,returned to lineup
2016-04-21,Mavericks, Jose Juan Barea / Jose Barea / J.J. Barea,,returned to lineup
2016-04-22,Grizzlies,, Jarell Martin,sore left foot (out for season)
2016-04-22,Spurs,, Kevin Martin,illness (DTD)
2016-04-23,Mavericks, Deron Williams,,returned to lineup
2016-04-24,Mavericks,, Deron Williams,sports hernia (out for season)
2016-04-25,Clippers,, Chris Paul,fractured right hand (out for season)
2016-04-25,Mavericks,, David Lee,plantar fasciitis in right foot/heel (out for season)
2016-04-25,Mavericks,, Salah Mejri,strained right hip (out for season)
2016-04-25,Warriors,, Stephen Curry,sprained MCL in right knee (DTD)
2016-04-26,Clippers,, Blake Griffin,left quadriceps injury (out for season)
2016-04-26,Clippers,, Chris Paul,surgery on right hand to repair fracture (out for season)
2016-04-28,Hornets,, Spencer Hawes,sprained MCL in right knee (out for season)
2016-05-01,Hornets,, Tyler Hansbrough,back spasms (out for season)
2016-05-05,Wizards,, John Wall (Hildred),surgery on left knee to remove calcium deposits (out indefinitely)
2016-05-07,Heat,, Hassan Whiteside,sprained MCL in right knee (out for season)
2016-05-07,Raptors,, Jonas Valanciunas,sprained right ankle (DTD)
2016-05-09,Hornets,, Kemba Walker,surgery on left knee to repair torn meniscus (out for season)
2016-05-10,Mavericks,, Devin Harris,surgery on left big toe and left thumb (out for season)
2016-05-12,Heat,, Luol Deng,bruised left wrist (DTD)
2016-05-17,Celtics,, Kelly Olynyk,surgery on right shoulder (out indefinitely)
2016-05-23,Raptors, Jonas Valanciunas,,returned to lineup
2016-06-05,Cavaliers,, Kevin Love,concussion (DTD)
2016-06-08,Jazz,, Alec Burks,arthroscopic surgery on left knee and ankle to remove loose bodies (out indefinitely)
2016-06-15,Warriors,, Andrew Bogut,left knee injury (out for season)
2016-06-29,Hornets,, Frank Kaminsky,surgery to repair air pocket in lung (out indefinitely)
2016-06-30,Mavericks,, Salah Mejri,arthroscopic surgery on knee to remove debris (out indefinitely)
2016-07-06,Magic,, C.J. Watson,fractured right hand (out indefinitely)
2016-07-08,Magic,, C.J. Watson,surgery on right hand to repair fracture (out indefinitely)
2016-07-19,Magic,, Jodie Meeks,surgery on right foot (out indefinitely)
2016-07-25,Thunder,, Cameron Payne,surgery on right foot to repair fracture (out indefinitely)
2016-08-02,Raptors,, Delon Wright,arthroscopic surgery on right shoulder to repair torn labrum (out indefinitely)
2016-08-31,Blazers,, Noah Vonleh,surgery on right thigh to remove bone fragment (out indefinitely)
2016-09-08,Heat,, Josh Richardson,partially torn MCL in right knee (out indefinitely)
2016-09-15,Suns,, P.J. Tucker,surgery on lower back (out indefinitely)
2016-09-21,Bucks,, Khris Middleton,torn left hamstring (out indefinitely)
2016-09-22,Hawks,, Paul Millsap,procedure on right knee to reduce swelling (out indefinitely)
2016-09-26,Timberwolves,, Nikola Pekovic,sore right ankle (out for season)
2016-09-29,Bucks,, Khris Middleton,surgery to repair torn left hamstring (out indefinitely)
2016-10-01,76ers,, Ben Simmons,fractured right foot (out for season)
2016-10-01,Hornets, Frank Kaminsky,,returned to lineup
2016-10-04,76ers,, Ben Simmons,surgery on right foot to repair fracture (out for season)
2016-10-04,Bulls,, Denzel Valentine,sprained ankle (DTD)
2016-10-04,Timberwolves,, Nikola Pekovic,sore right foot (out for season)
2016-10-05,Nuggets,, Gary Harris,partially torn right groin muscle (out indefinitely)
2016-10-05,Pistons,, Reggie Jackson (Shon),left knee tendinitis (out indefinitely)
2016-10-06,Hornets,, Cody Zeller,bone bruise in right knee (out indefinitely)
2016-10-07,Jazz,, Gordon Hayward,fractured left ring finger (out indefinitely)
2016-10-08,Clippers,, Brice Johnson,herniated disc in lower back (out indefinitely)
2016-10-10,Pistons,, Reggie Jackson (Shon),sprained right thumb (out indefinitely)
2016-10-11,Hawks,, Tiago Splitter,strained right hamstring (out indefinitely)
2016-10-12,Pelicans,, Anthony Davis,sprained ankle (DTD)
2016-10-12,Rockets,, Clint Capela,tightness in hamstring (DTD)
2016-10-12,Rockets,, Pablo Prigioni,strained left shoulder (DTD)
2016-10-12,Suns,, Brandon Knight,left knee tendinitis (DTD)
2016-10-12,Suns,, John Jenkins,strained abdominal (DTD)
2016-10-12,Thunder,, Ronnie Price,concussion (DTD)
2016-10-15,76ers,, Hollis Thompson,illness (DTD)
2016-10-15,Clippers,, Alan Anderson,ankle injury (DTD)
2016-10-15,Grizzlies,, Marc Gasol,sore right ankle (DTD)
2016-10-15,Heat,, Luke Babbitt,right groin injury / strained right hip (DTD)
2016-10-15,Heat,, Okaro White,sprained left ankle (DTD)
2016-10-15,Knicks,, Chasson Randle,fractured left orbital bone (out indefinitely)
2016-10-15,Knicks,, Kristaps Porzingis,sore left groin (DTD)
2016-10-15,Pistons,, Aron Baynes,tightness in lower back (DTD)
2016-10-15,Wizards,, Ian Mahinmi,surgery on left knee to repair torn medial meniscus (out indefinitely)
2016-10-16,Blazers,, Meyers Leonard,lower back injury (DTD)
2016-10-16,Clippers,, Chris Paul,sprained left thumb (DTD)
2016-10-16,Thunder,, Alex Abrines,bruised right hip (DTD)
2016-10-19,Pistons,, Aron Baynes,surgery to repair fractured nose (DTD)
2016-10-20,Celtics,, Marcus Smart,sprained left ankle (DTD)
2016-10-21,76ers,, Nerlens Noel,surgery on left knee (out indefinitely) (date approximate)
2016-10-21,Spurs,, Danny Green,strained left quadricep (out indefinitely)
2016-10-22,Rockets,, Patrick Beverley,left knee injury (out indefinitely)
2016-10-23,Raptors,, Jared Sullinger,surgery on left foot to insert screw to repair stress fracture (out indefinitely)
2016-10-23,Rockets,, Patrick Beverley,surgery on left knee (out indefinitely)
2016-10-24,76ers,, Jerryd Bayless,sore left wrist (out indefinitely)
2016-10-24,Blazers,, Festus Ezeli,sore left knee (out for season)
2016-10-24,Blazers,, Shabazz Napier,sore ankle (DTD)
2016-10-24,Bucks,, Michael Beasley,sore elbow (DTD)
2016-10-24,Bulls,, Cristiano Felicio,sore neck (DTD)
2016-10-24,Cavaliers,, Kahlil Felder / Kay Felder,concussion (DTD)
2016-10-24,Clippers,, Paul Pierce,sprained ankle (DTD)
2016-10-24,Grizzlies,, Brandan Wright,sore ankle (DTD)
2016-10-24,Grizzlies,, Chandler Parsons,sore right knee (DTD)
2016-10-24,Grizzlies,, Jarell Martin,bruised foot (DTD)
2016-10-24,Heat,, Chris Bosh,blood clots (out for season)
2016-10-24,Heat,, Josh McRoberts,sore left foot (DTD)
2016-10-24,Heat,, Wayne Ellington,strained right quadriceps (DTD)
2016-10-24,Hornets,, Brian Roberts,sore left hamstring (DTD)
2016-10-24,Hornets,, Frank Kaminsky,strained right foot (DTD)
2016-10-24,Jazz,, Alec Burks,sore leg (DTD)
2016-10-24,Jazz,, Derrick Favors,sore left knee (DTD)
2016-10-24,Lakers,, Jose Calderon,strained left calf (DTD)
2016-10-24,Mavericks,, Devin Harris,strained right big toe (DTD)
2016-10-24,Mavericks,, Jose Juan Barea / Jose Barea / J.J. Barea,sore elbow (DTD)
2016-10-24,Nets,, Caris LeVert,sore foot (DTD)
2016-10-24,Nuggets,, Darrell Arthur,sore knee (DTD)
2016-10-24,Pacers,, Aaron Brooks,sore knee (DTD)
2016-10-24,Pacers,, C.J. Miles,sore knee (DTD)
2016-10-24,Pelicans,, Quincy Pondexter,recovering from surgery on left knee (out for season)
2016-10-24,Pelicans,, Tyreke Evans,recovering from surgery on right knee (out indefinitely)
2016-10-24,Pistons,, Reggie Jackson (Shon),left knee injury (DTD)
2016-10-24,Raptors,, Delon Wright,recovering from arthroscopic surgery on right shoulder to repair torn labrum (DTD)
2016-10-24,Wizards,, Jason Smith,sore ribs (DTD)
2016-10-26,Grizzlies,, Tony Allen,right knee injury (DTD)
2016-10-26,Grizzlies, Marc Gasol,,returned to lineup
2016-10-26,Hawks,, (James) Mike Scott,left knee injury (DTD)
2016-10-26,Heat, Luke Babbitt,,returned to lineup
2016-10-26,Mavericks, Jose Juan Barea / Jose Barea / J.J. Barea,,returned to lineup
2016-10-26,Pacers,, Aaron Brooks,sore knee (DTD)
2016-10-26,Pacers, C.J. Miles,,returned to lineup
2016-10-26,Pelicans, Anthony Davis,,returned to lineup
2016-10-26,Pistons, Aron Baynes,,returned to lineup (date approximate)
2016-10-26,Raptors,, Lucas Nogueira,sore/sprained left ankle (DTD)
2016-10-26,Suns, Brandon Knight,,returned to lineup (date approximate)
2016-10-27,Blazers,, Meyers Leonard,DNP (P)
2016-10-27,Clippers, Chris Paul,,returned to lineup
2016-10-27,Wizards, Jason Smith,,returned to lineup
2016-10-28,Jazz, Derrick Favors,,returned to lineup
2016-10-28,Knicks,, Ron Baker,sore ankle (DTD)
2016-10-28,Magic, C.J. Watson,,returned to lineup
2016-10-28,Pacers,, Rodney Stuckey,sore right hamstring (DTD)
2016-10-29,Grizzlies, Jarell Martin,,returned to lineup
2016-10-29,Hornets,, Jeremy Lamb,strained left hamstring (DTD)
2016-10-29,Nets,, Brook Lopez,rest (DTD)
2016-10-29,Nets,, Greivis Vasquez,sore right ankle (DTD)
2016-10-29,Spurs,, (William) Tony Parker,knee injury / rest (DTD)
2016-10-29,Warriors,, Patrick McCaw,sore left ankle (DTD)
2016-10-30,Grizzlies, Tony Allen,,returned to lineup
2016-10-30,Spurs, (William) Tony Parker,,returned to lineup
2016-10-30,Mavericks,, Dirk Nowitzki,illness (DTD)
2016-10-31,Timberwolves,, Ricky Rubio,sprained right elbow (DTD)
2016-11-01,Bulls,, Doug McDermott,concussion (DTD)
2016-11-01,Bulls,, Michael Carter-Williams,bone bruise in left knee (out indefinitely)
2016-11-01,Grizzlies,, Marc Gasol,rest (DTD)
2016-11-01,Grizzlies,, Mike Conley Jr.,rest (DTD)
2016-11-01,Jazz,, Alec Burks,arthrosopic surgery on left ankle (out indefinitely)
2016-11-01,Jazz,, Boris Diaw,bruised right leg (DTD)
2016-11-01,Nuggets,, Will Barton,sore/sprained left ankle (DTD)
2016-11-02,76ers,, Joel Embiid,rehab of foot injury (DTD)
2016-11-02,Celtics,, Jae Crowder,sprained left ankle (DTD)
2016-11-02,Grizzlies,, Jarell Martin,sore foot (DTD)
2016-11-02,Grizzlies, Marc Gasol,,returned to lineup
2016-11-02,Grizzlies, Mike Conley Jr.,,returned to lineup
2016-11-02,Hornets,, Christian Wood,strep throat (DTD)
2016-11-02,Jazz,, Boris Diaw,bruised right leg (DTD)
2016-11-02,Mavericks,, Wesley Matthews / Wes Matthews Jr.,sore foot (DTD)
2016-11-02,Mavericks, Dirk Nowitzki,,returned to lineup
2016-11-02,Nets,, Jeremy Lin,strained left hamstring (DTD)
2016-11-02,Pelicans,, Dante Cunningham,sore hip (DTD)
2016-11-02,Raptors, Lucas Nogueira,,returned to lineup
2016-11-03,Kings,, Anthony Tolliver,sprained right knee (DTD)
2016-11-03,Spurs,, (William) Tony Parker,sore right knee (DTD)
2016-11-04,Heat, Josh Richardson,,returned to lineup
2016-11-04,Mavericks,, Dirk Nowitzki,sore right Achilles (DTD)
2016-11-05,Pelicans,, Lance Stephenson,torn groin muscle (surgery) (out indefinitely)
2016-11-06,Mavericks,, Deron Williams,strained left calf (DTD)
2016-11-06,Raptors,, Jonas Valanciunas,bruised left knee (DTD)
2016-11-07,Hornets, Christian Wood,,returned to lineup
2016-11-07,Jazz,, George Hill,sprained right thumb (DTD)
2016-11-07,Lakers,, Larry Nance Jr.,concussion (DTD)
2016-11-07,Nuggets,, Wilson Chandler,sore left hamstring (DTD)
2016-11-07,Pistons,, Reggie Bullock,back injury (DTD)
2016-11-08,Nuggets,, Darrell Arthur,sore left knee (DTD)
2016-11-09,76ers,, Joel Embiid,rehab of foot injury (DTD)
2016-11-09,Mavericks,, Andrew Bogut,rest (DTD)
2016-11-09,Mavericks,, Jose Juan Barea / Jose Barea / J.J. Barea,rest (DTD)
2016-11-09,Mavericks,, Wesley Matthews / Wes Matthews Jr.,rest (DTD)
2016-11-09,Raptors,, Terrence Ross,sprained/strained right index finger (DTD)
2016-11-09,Wizards,, Bradley Beal,right hamstring injury (DTD)
2016-11-10,Kings, Anthony Tolliver,,returned to lineup
2016-11-10,Lakers,, Ivica Zubac,back injury (DTD)
2016-11-11,Heat,, Goran Dragic,sprained left ankle (DTD)
2016-11-11,Raptors, Jonas Valanciunas,,returned to lineup
2016-11-11,Raptors, Terrence Ross,,returned to lineup
2016-11-12,76ers,, Joel Embiid,rest (DTD)
2016-11-12,Bulls,, Doug McDermott,concussion (DTD)
2016-11-12,Heat, Josh McRoberts,,returned to lineup
2016-11-12,Knicks,, Lance Thomas,sore left ankle (DTD)
2016-11-12,Nets,, Isaiah Whitehead,concussion (DTD)
2016-11-12,Wizards,, Bradley Beal,tightness in right hamstring (DTD)
2016-11-13,Nuggets,, Gary Harris,sprained right ankle (DTD)
2016-11-13,Timberwolves,, Zach LaVine,sore right knee (DTD)
2016-11-13,Timberwolves,, Brandon Rush,sprained right big toe (DTD)
2016-11-14,Bulls,, Rajon Rondo,sore/sprained left ankle (DTD)
2016-11-14,Mavericks, Andrew Bogut,,returned to lineup
2016-11-14,Mavericks, Jose Juan Barea / Jose Barea / J.J. Barea,,returned to lineup
2016-11-14,Mavericks, Wesley Matthews / Wes Matthews Jr.,,returned to lineup
2016-11-14,Pelicans,, E'Twaun Moore,sore toe on right foot (DTD)
2016-11-15,Bulls,, Rajon Rondo,sprained left ankle (DTD)
2016-11-15,Heat,, Justise Winslow,sore left wrist (DTD)
2016-11-15,Jazz,, Derrick Favors,sore left knee (DTD)
2016-11-15,Mavericks,, Quincy Acy,eye contusion (DTD)
2016-11-15,Nets, Isaiah Whitehead,,returned to lineup
2016-11-15,Raptors,, DeMarre Carroll,rest (DTD)
2016-11-15,Spurs,, Dewayne Dedmon,sprained left knee (DTD)
2016-11-15,Timberwolves, Zach LaVine,,returned to lineup
2016-11-16,76ers,, Joel Embiid,DNP
2016-11-16,Cavaliers,, LeBron James,rest (DTD)
2016-11-16,Grizzlies,, Brandan Wright,arthroscopic surgery on left ankle (out indefinitely)
